Test Name,,,,,,SW_SIT,SW_DC,SW_LV_DIE1,CONT4,PRE_OS_GS1,PRE_OS_DS1,SW_LV_DIE2,PRE_OS_GS2,PRE_OS_DS2,SW_LV_DIE,PRE_OS_GS3,PRE_OS_DS3,IGSS1_1,IGSS1_2,BVSS,ISS1,VGS(OFF),RSSON1,RSSON2,VFSS,IGSS2_1,IGSS2_2,ISS2,POST_OS_CHK
Bias1,,,,,,,,,IB=1.000mA,VSG=-5.000V,IS2=250.0uA,,VSG=-5.000V,IS2=250.0uA,,VSG=-5.000V,IS2=250.0uA,VSG=-20.00V,VSG=20.00V,IS2=250.0uA,VS2S1=100.0V,IS2=250.0uA,IS2=15.00A,IS2=15.00A,IS1=3.000A,VSG=-16.00V,VSG=16.00V,VS2S1=80.00V,IS2=250.0uA
Bias2,,,,,,,,,,,VG2S2=0.000V,,,VG2S2=0.000V,,,VG2S2=0.000V,,,,,VG2S2=0.000V,VG1=10.0V,VG1=4.50V,VGS2=10.0V,,,,VG2S2=0.000V
Bias3,,,,,,,,,,,,,,,,,,,,Vmax=200V,,,VG2=10.0V,VG2=4.50V,,,,,
1,1893,1,1,30,40,1.0000,1.0000,1.0000,4.6653,-0.0008,1.4537,1.0000,-0.0006,1.4540,1.0000,-0.0005,1.4537,-1.2975,5.7357,115.00,1.1715,1.4553,41.801,54.282,0.6757,-0.7171,3.4503,0.6592,1.4543
2,1894,1,1,30,41,1.0000,1.0000,1.0000,4.9087,-0.0039,1.4543,1.0000,-0.0005,1.4550,1.0000,-0.0017,1.4550,-0.6041,3.5847,114.91,1.1715,1.4550,41.811,54.282,0.6754,-0.8729,3.8750,0.6611,1.4550
3,1895,1,1,29,40,1.0000,1.0000,1.0000,4.7779,-0.0014,1.4592,1.0000,-0.0023,1.4586,1.0000,-0.0001,1.4592,-3.2586,6.0963,114.97,1.1380,1.4595,41.740,54.201,0.6770,-2.4155,3.4503,0.6452,1.4589
4,1896,1,1,29,41,1.0000,1.0000,1.0000,4.7535,-0.0030,1.4595,1.0000,-0.0037,1.4589,1.0000,-0.0019,1.4589,-0.8943,6.1482,114.94,1.1411,1.4595,41.765,54.241,0.6766,-0.0726,2.9614,0.6455,1.4586
5,1897,1,1,28,40,1.0000,1.0000,1.0000,5.1854,-0.0005,1.4595,1.0000,-0.0004,1.4589,1.0000,-0.0030,1.4595,-1.2395,5.9374,114.91,1.1258,1.4601,41.763,54.241,0.6770,-1.9451,4.7183,0.6406,1.4598
6,1898,1,1,28,41,1.0000,1.0000,1.0000,5.1307,-0.0009,1.4595,1.0000,-0.0045,1.4589,1.0000,-0.0003,1.4592,-2.3178,4.0033,114.91,1.1350,1.4592,41.777,54.241,0.6763,-1.8199,3.9850,0.6403,1.4589
7,1899,1,1,27,40,1.0000,1.0000,1.0000,5.0881,-0.0076,1.4562,1.0000,-0.0010,1.4565,1.0000,-0.0015,1.4571,-0.6682,3.7314,114.94,1.1380,1.4574,41.816,54.282,0.6766,-0.4009,2.3778,0.6443,1.4562
8,1900,1,1,27,41,1.0000,1.0000,1.0000,4.7900,-0.0006,1.4568,1.0000,-0.0009,1.4562,1.0000,-0.0003,1.4562,-2.6385,5.1246,114.97,1.1380,1.4565,41.822,54.302,0.6760,-2.2903,2.3625,0.6458,1.4562
1,1901,1,1,34,40,1.0000,1.0000,1.0000,4.6562,-0.0015,1.4522,1.0000,-0.0018,1.4546,1.0000,-0.0001,1.4522,-2.5927,5.0055,115.03,1.1654,1.4531,41.875,54.343,0.6763,-1.1081,2.2097,0.6550,1.4528
2,1902,1,1,34,41,1.0000,1.0000,1.0000,4.8965,-0.0023,1.4531,1.0000,-0.0011,1.4556,1.0000,-0.0007,1.4556,-1.0928,5.5707,115.00,1.1624,1.4562,41.885,54.363,0.6757,-1.2303,3.1875,0.6553,1.4556
3,1903,1,1,33,40,1.0000,1.0000,1.0000,4.8843,-0.0040,1.4565,1.0000,-0.0004,1.4583,1.0000,-0.0075,1.4562,-2.5347,7.7646,115.00,1.1472,1.4571,41.820,54.262,0.6766,-2.0245,5.4394,0.6480,1.4562
4,1904,1,1,33,41,1.0000,1.0000,1.0000,4.3946,-0.0024,1.4562,1.0000,-0.0052,1.4583,1.0000,-0.0004,1.4586,-0.1581,4.5013,114.94,1.1472,1.4589,41.838,54.282,0.6766,-0.2359,4.3913,0.6464,1.4580
5,1905,1,1,32,40,1.0000,1.0000,1.0000,4.8265,-0.0010,1.4565,1.0000,-0.0010,1.4559,1.0000,-0.0010,1.4568,-1.8504,5.1980,114.94,1.1533,1.4568,41.828,54.282,0.6770,-1.5663,2.6864,0.6531,1.4565
6,1906,1,1,32,41,1.0000,1.0000,1.0000,5.0638,-0.0022,1.4562,1.0000,-0.0055,1.4565,1.0000,-0.0003,1.4571,-0.5949,4.6877,114.97,1.1533,1.4571,41.850,54.302,0.6766,-0.4101,2.7597,0.6495,1.4562
7,1907,1,1,31,40,1.0000,1.0000,1.0000,4.8326,-0.0017,1.4550,1.0000,-0.0012,1.4537,1.0000,-0.0004,1.4546,-1.9818,5.2316,114.94,1.1715,1.4553,41.797,54.241,0.6757,-2.1314,2.4969,0.6623,1.4550
8,1908,1,1,31,41,1.0000,1.0000,1.0000,4.8995,-0.0010,1.4553,1.0000,-0.0010,1.4546,1.0000,-0.0007,1.4540,-1.9512,6.2246,115.03,1.1715,1.4553,41.811,54.262,0.6754,-1.2670,4.2661,0.6617,1.4543
1,1909,1,1,38,40,1.0000,1.0000,1.0000,3.9628,-0.0002,1.4604,1.0000,-0.0008,1.4632,1.0000,-0.0016,1.4616,-0.3750,3.0775,114.94,1.0831,1.4623,41.602,53.998,0.6779,-0.2558,3.2608,0.6041,1.4616
2,1910,1,1,38,41,1.0000,1.0000,1.0000,3.8137,-0.0006,1.4613,1.0000,-0.0024,1.4632,1.0000,-0.0006,1.4629,-0.6804,5.3966,115.00,1.0862,1.4635,41.643,54.059,0.6773,-0.7599,4.0033,0.6074,1.4629
3,1911,1,1,37,40,1.0000,1.0000,1.0000,4.0297,-0.0004,1.4650,1.0000,-0.0010,1.4665,1.0000,-0.0001,1.4653,-1.6519,4.9719,114.85,1.0527,1.4656,41.620,53.998,0.6788,-2.3025,4.9444,0.5907,1.4653
4,1912,1,1,37,41,1.0000,1.0000,1.0000,3.8928,-0.0004,1.4653,1.0000,-0.0014,1.4659,1.0000,-0.0007,1.4659,-1.0165,4.4097,114.91,1.0618,1.4665,41.653,54.038,0.6785,-0.2695,3.9788,0.5928,1.4653
5,1913,1,1,36,40,1.0000,1.0000,1.0000,3.9354,-0.0010,1.4650,1.0000,-0.0013,1.4659,1.0000,-0.0028,1.4647,-2.3025,5.7327,114.88,1.0618,1.4653,41.673,54.079,0.6785,-2.2811,5.4057,0.5958,1.4644
6,1914,1,1,36,41,1.0000,1.0000,1.0000,3.9232,-0.0056,1.4644,1.0000,-0.0015,1.4653,1.0000,-0.0035,1.4656,-0.3566,4.6297,114.85,1.0649,1.4662,41.704,54.120,0.6782,-1.0165,4.5319,0.5964,1.4653
7,1915,1,1,35,40,1.0000,1.0000,1.0000,4.0571,-0.0006,1.4592,1.0000,-0.0018,1.4616,1.0000,-0.0010,1.4595,-2.3331,3.3708,114.91,1.1014,1.4595,41.641,54.038,0.6773,-1.5327,3.3800,0.6150,1.4592
8,1916,1,1,35,41,1.0000,1.0000,1.0000,4.2608,-0.0071,1.4589,1.0000,-0.0009,1.4616,1.0000,-0.0058,1.4620,-0.5949,3.2516,114.88,1.1014,1.4620,41.647,54.079,0.6773,-0.8271,3.4655,0.6153,1.4613
1,1917,1,1,42,40,1.0000,1.0000,1.0000,4.1665,-0.0023,1.4629,1.0000,-0.0003,1.4641,1.0000,-0.0006,1.4632,-2.8432,3.1019,114.85,1.1106,1.4638,41.718,54.201,0.6773,-1.9940,2.6344,0.6156,1.4638
2,1918,1,1,42,41,1.0000,1.0000,1.0000,4.3582,-0.0028,1.4641,1.0000,-0.0007,1.4653,1.0000,-0.0010,1.4650,-1.8260,5.6410,114.88,1.1106,1.4659,41.742,54.241,0.6776,-0.5919,2.5061,0.6166,1.4650
3,1919,1,1,41,40,1.0000,1.0000,1.0000,4.2365,-0.0023,1.4665,1.0000,-0.0009,1.4674,1.0000,-0.0030,1.4665,-2.4736,7.1260,114.91,1.0801,1.4668,41.738,54.201,0.6782,-2.8432,4.2783,0.6053,1.4665
4,1920,1,1,41,41,1.0000,1.0000,1.0000,4.3551,-0.0020,1.4662,1.0000,-0.0004,1.4674,1.0000,-0.0012,1.4674,-0.7293,6.3804,114.91,1.0831,1.4680,41.771,54.241,0.6782,-0.3475,3.1478,0.6053,1.4671
5,1921,1,1,40,40,1.0000,1.0000,1.0000,4.1179,-0.0007,1.4641,1.0000,-0.0004,1.4653,1.0000,-0.0009,1.4644,-1.6274,5.0696,114.91,1.0892,1.4644,41.753,54.180,0.6779,-2.4247,4.9963,0.6102,1.4644
6,1922,1,1,40,41,1.0000,1.0000,1.0000,4.1422,-0.0007,1.4641,1.0000,-0.0012,1.4653,1.0000,-0.0003,1.4650,-0.5613,4.4922,114.91,1.0892,1.4656,41.779,54.221,0.6776,-0.2115,4.4983,0.6089,1.4647
7,1923,1,1,39,40,1.0000,1.0000,1.0000,4.1635,-0.0018,1.4589,1.0000,-0.0031,1.4620,1.0000,-0.0012,1.4592,-2.2659,3.2639,114.94,1.1167,1.4595,41.724,54.140,0.6770,-1.9757,3.7252,0.6248,1.4592
8,1924,1,1,39,41,1.0000,1.0000,1.0000,4.3399,-0.0022,1.4589,1.0000,-0.0014,1.4616,1.0000,-0.0011,1.4613,-1.5816,4.4738,114.97,1.1167,1.4623,41.734,54.201,0.6773,-0.0892,2.4847,0.6239,1.4613
1,1925,1,1,46,40,1.0000,1.0000,1.0000,4.0662,-0.0029,1.4662,1.0000,-0.0009,1.4674,1.0000,-0.0024,1.4674,-1.3158,3.8108,114.73,1.0953,1.4683,41.547,54.079,0.6776,-0.7507,1.4245,0.6056,1.4680
2,1926,1,1,46,41,1.0000,1.0000,1.0000,3.9932,-0.0010,1.4687,1.0000,-0.0042,1.4690,1.0000,-0.0022,1.4687,-2.8676,5.3813,114.70,1.0892,1.4696,41.572,54.059,0.6766,-2.9807,4.0461,0.6044,1.4690
3,1927,1,1,45,40,1.0000,1.0000,1.0000,4.2061,-0.0034,1.4720,1.0000,-0.0009,1.4741,1.0000,-0.0035,1.4723,-2.3331,5.3232,114.66,1.0649,1.4723,41.614,54.140,0.6785,-1.4319,4.7549,0.5910,1.4717
4,1928,1,1,45,41,1.0000,1.0000,1.0000,4.1574,-0.0063,1.4720,1.0000,-0.0008,1.4735,1.0000,-0.0048,1.4744,-0.8973,4.1499,114.66,1.0618,1.4744,41.635,54.180,0.6785,-0.5216,2.7994,0.5882,1.4738
5,1929,1,1,44,40,1.0000,1.0000,1.0000,4.8144,-0.0007,1.4726,1.0000,-0.0017,1.4732,1.0000,-0.0003,1.4717,-3.0845,6.5515,114.76,1.0649,1.4729,41.667,54.201,0.6785,-2.4980,3.5022,0.5931,1.4717
6,1930,1,1,44,41,1.0000,1.0000,1.0000,4.3399,-0.0020,1.4723,1.0000,-0.0007,1.4732,1.0000,-0.0003,1.4732,-2.2872,3.9391,114.73,1.0771,1.4735,41.685,54.201,0.6782,-1.7679,3.8230,0.5955,1.4732
7,1931,1,1,43,40,1.0000,1.0000,1.0000,4.2274,-0.0023,1.4662,1.0000,-0.0003,1.4677,1.0000,-0.0026,1.4653,-2.3819,5.2102,114.82,1.1045,1.4662,41.706,54.201,0.6776,-0.9615,2.2678,0.6150,1.4653
8,1932,1,1,43,41,1.0000,1.0000,1.0000,4.2882,-0.0054,1.4659,1.0000,-0.0014,1.4677,1.0000,-0.0028,1.4677,-1.3525,5.5402,114.82,1.1075,1.4683,41.710,54.241,0.6776,-1.5174,2.7261,0.6163,1.4677
1,1933,1,1,50,40,1.0000,1.0000,1.0000,4.0053,-0.0018,1.4656,1.0000,-0.0006,1.4668,1.0000,0.0000,1.4668,-0.4819,2.9308,114.51,1.0984,1.4674,41.346,53.836,0.6766,-0.0801,2.6619,0.6083,1.4668
2,1934,1,1,50,41,1.0000,1.0000,1.0000,4.7383,-0.0021,1.4671,1.0000,-0.0014,1.4671,1.0000,-0.0004,1.4677,-2.8676,3.8627,114.48,1.0984,1.4677,41.356,53.876,0.6763,-2.2445,2.0753,0.6083,1.4674
3,1935,1,1,49,40,1.0000,1.0000,1.0000,4.3703,-0.0034,1.4702,1.0000,-0.0005,1.4708,1.0000,-0.0043,1.4696,-2.9012,7.7401,114.60,1.0771,1.4705,41.429,53.937,0.6773,-2.0306,4.6969,0.6004,1.4699
4,1936,1,1,49,41,1.0000,1.0000,1.0000,4.3794,-0.0072,1.4699,1.0000,-0.0009,1.4705,1.0000,-0.0046,1.4705,-0.7874,6.0138,114.54,1.0771,1.4711,41.448,53.937,0.6773,-1.4350,4.3058,0.5983,1.4708
5,1937,1,1,48,40,1.0000,1.0000,1.0000,4.3582,-0.0009,1.4696,1.0000,-0.0001,1.4705,1.0000,-0.0008,1.4696,-2.2567,4.9169,114.57,1.0831,1.4699,41.539,54.018,0.6773,-2.1070,5.2102,0.6022,1.4699
6,1938,1,1,48,41,1.0000,1.0000,1.0000,4.7110,-0.0005,1.4693,1.0000,-0.0011,1.4702,1.0000,-0.0012,1.4705,-0.7874,4.6480,114.57,1.0862,1.4708,41.566,54.059,0.6782,-0.4742,2.7414,0.6007,1.4699
7,1939,1,1,47,40,1.0000,1.0000,1.0000,4.6106,0.0000,1.4656,1.0000,-0.0025,1.4668,1.0000,-0.0008,1.4656,-2.3942,4.7855,114.66,1.1045,1.4659,41.541,54.018,0.6770,-2.1620,2.0478,0.6147,1.4653
8,1940,1,1,47,41,1.0000,1.0000,1.0000,4.0175,-0.0007,1.4656,1.0000,-0.0002,1.4671,1.0000,-0.0015,1.4671,-2.2842,4.7824,114.63,1.1075,1.4677,41.545,54.059,0.6766,-2.4155,4.8833,0.6138,1.4671
1,1941,1,1,54,40,1.0000,1.0000,1.0000,4.0297,-0.0006,1.4662,1.0000,-0.0003,1.4705,1.0000,-0.0015,1.4668,-0.6896,3.5541,114.18,1.0892,1.4677,41.242,53.754,0.6763,-0.1886,3.8933,0.6004,1.4671
2,1942,1,1,54,41,1.0000,1.0000,1.0000,5.1276,-0.0010,1.4674,1.0000,-0.0001,1.4705,1.0000,-0.0004,1.4711,-1.2303,3.7864,114.21,1.0862,1.4714,41.255,53.775,0.6763,-0.6163,1.7789,0.5992,1.4708
3,1943,1,1,53,40,1.0000,1.0000,1.0000,4.7505,-0.0003,1.4717,1.0000,-0.0015,1.4760,1.0000,-0.0012,1.4711,-3.2739,7.3398,114.27,1.0588,1.4720,41.242,53.754,0.6770,-2.7485,4.2416,0.5879,1.4714
4,1944,1,1,53,41,1.0000,1.0000,1.0000,4.6045,-0.0003,1.4714,1.0000,-0.0017,1.4757,1.0000,-0.0014,1.4763,-1.7954,5.4271,114.24,1.0588,1.4763,41.267,53.795,0.6776,-1.6763,2.5458,0.5843,1.4757
5,1945,1,1,52,40,1.0000,1.0000,1.0000,4.1422,-0.0006,1.4705,1.0000,-0.0005,1.4717,1.0000,-0.0028,1.4699,-2.6446,6.8510,114.36,1.0588,1.4708,41.271,53.754,0.6770,-2.3514,4.7335,0.5885,1.4702
6,1946,1,1,52,41,1.0000,1.0000,1.0000,4.3977,-0.0018,1.4699,1.0000,-0.0004,1.4717,1.0000,-0.0003,1.4717,-0.0862,4.8771,114.24,1.0679,1.4723,41.289,53.775,0.6770,-0.3383,4.5960,0.5891,1.4717
7,1947,1,1,51,40,1.0000,1.0000,1.0000,4.7475,-0.0018,1.4674,1.0000,-0.0012,1.4687,1.0000,-0.0038,1.4674,-2.0459,4.6999,114.39,1.0923,1.4680,41.315,53.795,0.6760,-1.8718,4.7488,0.6062,1.4674
8,1948,1,1,51,41,1.0000,1.0000,1.0000,4.2365,-0.0001,1.4671,1.0000,-0.0001,1.4683,1.0000,-0.0021,1.4687,-0.3414,3.4503,114.33,1.0953,1.4690,41.320,53.836,0.6763,-0.3031,3.0439,0.6062,1.4680
1,1949,1,1,58,40,1.0000,1.0000,1.0000,4.0175,-0.0030,1.4778,1.0000,-0.0008,1.4805,1.0000,-0.0031,1.4787,-1.4105,3.4900,114.09,1.0862,1.4796,41.332,53.937,0.6760,-0.9065,1.5895,0.5992,1.4793
2,1950,1,1,58,41,1.0000,1.0000,1.0000,4.3247,-0.0015,1.4796,1.0000,-0.0008,1.4811,1.0000,-0.0006,1.4811,-3.2525,5.5585,114.15,1.0831,1.4823,41.352,53.978,0.6757,-2.4614,2.6497,0.5989,1.4811
3,1951,1,1,57,40,1.0000,1.0000,1.0000,4.4099,-0.0016,1.4781,1.0000,-0.0005,1.4796,1.0000,-0.0020,1.4781,-2.3544,5.5280,114.06,1.0679,1.4784,41.261,53.815,0.6766,-1.8932,5.4638,0.5910,1.4778
4,1952,1,1,57,41,1.0000,1.0000,1.0000,4.3429,-0.0028,1.4781,1.0000,-0.0048,1.4793,1.0000,-0.0015,1.4793,-0.7079,5.2744,114.09,1.0710,1.4799,41.287,53.856,0.6763,-0.2298,2.6650,0.5931,1.4790
5,1953,1,1,56,40,1.0000,1.0000,1.0000,4.1757,-0.0011,1.4732,1.0000,-0.0012,1.4738,1.0000,0.0000,1.4732,-2.0154,4.6480,114.09,1.0740,1.4735,41.161,53.653,0.6770,-0.6804,3.6977,0.5955,1.4726
6,1954,1,1,56,41,1.0000,1.0000,1.0000,4.4859,-0.0033,1.4732,1.0000,0.0000,1.4738,1.0000,-0.0009,1.4738,-0.6835,6.2368,114.12,1.0710,1.4744,41.191,53.693,0.6760,-0.2956,3.0836,0.5940,1.4735
7,1955,1,1,55,40,1.0000,1.0000,1.0000,4.0266,-0.0016,1.4690,1.0000,-0.0018,1.4714,1.0000,-0.0024,1.4693,-1.7954,4.3852,114.12,1.0953,1.4693,41.181,53.673,0.6754,-2.4797,4.2386,0.6062,1.4696
8,1956,1,1,55,41,1.0000,1.0000,1.0000,4.0631,-0.0035,1.4693,1.0000,-0.0011,1.4711,1.0000,-0.0029,1.4717,-1.0928,5.5738,114.12,1.0953,1.4720,41.191,53.734,0.6757,-1.1631,2.8544,0.6059,1.4717
1,1957,1,1,62,40,1.0000,1.0000,1.0000,4.4007,-0.0001,1.4945,1.0000,-0.0027,1.4985,1.0000,-0.0001,1.4945,-3.0051,5.3507,113.66,1.0801,1.4957,41.785,54.546,0.6773,-2.8829,3.6000,0.5870,1.4957
2,1958,1,1,62,41,1.0000,1.0000,1.0000,4.1179,-0.0012,1.4957,1.0000,-0.0002,1.4997,1.0000,-0.0003,1.4997,-0.5949,5.2346,113.63,1.0771,1.5006,41.809,54.586,0.6773,-0.7965,4.1347,0.5891,1.4997
3,1959,1,1,61,40,1.0000,1.0000,1.0000,4.5346,-0.0016,1.4957,1.0000,-0.0007,1.4988,1.0000,-0.0032,1.4954,-2.9990,7.6698,113.84,1.0466,1.4960,41.700,54.444,0.6782,-2.5499,5.0666,0.5772,1.4954
4,1960,1,1,61,41,1.0000,1.0000,1.0000,4.1635,-0.0011,1.4957,1.0000,-0.0034,1.4985,1.0000,-0.0004,1.4988,-2.9440,5.3569,113.87,1.0435,1.4988,41.714,54.444,0.6782,-2.0948,2.8208,0.5754,1.4982
5,1961,1,1,60,40,1.0000,1.0000,1.0000,4.3369,-0.0008,1.4918,1.0000,-0.0010,1.4939,1.0000,-0.0014,1.4909,-2.1162,6.9151,113.90,1.0466,1.4918,41.541,54.201,0.6773,-1.5358,4.7274,0.5791,1.4912
6,1962,1,1,60,41,1.0000,1.0000,1.0000,4.5619,-0.0006,1.4915,1.0000,-0.0013,1.4936,1.0000,-0.0013,1.4936,-0.0140,4.2752,113.87,1.0496,1.4942,41.557,54.241,0.6773,-0.2009,4.4066,0.5788,1.4936
7,1963,1,1,59,40,1.0000,1.0000,1.0000,4.5650,-0.0020,1.4839,1.0000,-0.0006,1.4875,1.0000,-0.0009,1.4842,-1.9237,3.9941,113.99,1.0740,1.4842,41.442,54.099,0.6766,-1.5755,1.7453,0.5940,1.4842
8,1964,1,1,59,41,1.0000,1.0000,1.0000,4.3064,-0.0008,1.4845,1.0000,0.0000,1.4875,1.0000,-0.0021,1.4872,-2.7516,6.2704,114.06,1.0771,1.4881,41.452,54.140,0.6760,-2.3544,3.8688,0.5952,1.4875
1,1965,1,1,66,40,1.0000,1.0000,1.0000,4.2639,-0.0017,1.5000,1.0000,-0.0005,1.5027,1.0000,-0.0001,1.5003,-0.7568,5.0696,112.66,1.1045,1.5018,42.751,55.499,0.6797,-0.6804,4.0338,0.5760,1.5012
2,1966,1,1,66,41,1.0000,1.0000,1.0000,4.5072,-0.0032,1.5006,1.0000,-0.0007,1.5030,1.0000,-0.0014,1.5033,-0.7385,3.0683,112.69,1.1045,1.5037,42.747,55.520,0.6794,-0.6407,3.0653,0.5791,1.5030
3,1967,1,1,65,40,1.0000,1.0000,1.0000,4.2426,-0.0006,1.5012,1.0000,-0.0011,1.5024,1.0000,-0.0025,1.5012,-3.1914,5.8060,112.99,1.0801,1.5018,42.427,55.175,0.6797,-2.2414,3.5939,0.5760,1.5012
4,1968,1,1,65,41,1.0000,1.0000,1.0000,4.4585,-0.0006,1.5015,1.0000,-0.0007,1.5027,1.0000,-0.0012,1.5027,-2.0978,5.4332,113.08,1.0771,1.5030,42.456,55.175,0.6788,-2.1864,5.4516,0.5751,1.5027
5,1969,1,1,64,40,1.0000,1.0000,1.0000,5.0242,-0.0011,1.4994,1.0000,-0.0037,1.5009,1.0000,-0.0024,1.5003,-0.4911,4.2874,113.23,1.0740,1.5003,42.210,54.911,0.6794,-0.2817,3.5786,0.5806,1.4997
6,1970,1,1,64,41,1.0000,1.0000,1.0000,4.6106,-0.0016,1.4997,1.0000,0.0000,1.5003,1.0000,-0.0002,1.5006,-2.6263,4.5105,113.33,1.0740,1.5006,42.220,54.952,0.6785,-1.9054,2.5581,0.5797,1.5003
7,1971,1,1,63,40,1.0000,1.0000,1.0000,4.8326,-0.0018,1.4963,1.0000,-0.0010,1.4951,1.0000,-0.0007,1.4957,-2.4950,5.4210,113.51,1.0862,1.4963,41.984,54.688,0.6770,-2.4033,4.2599,0.5913,1.4960
8,1972,1,1,63,41,1.0000,1.0000,1.0000,4.0297,-0.0017,1.4960,1.0000,-0.0022,1.4951,1.0000,-0.0002,1.4954,-1.2639,3.7925,113.45,1.0923,1.4954,41.984,54.728,0.6776,-0.0817,3.5266,0.5925,1.4951
1,1973,1,1,68,42,1.0000,1.0000,1.0000,3.9780,0.0000,1.4985,1.0000,-0.0021,1.4982,1.0000,-0.0011,1.4991,-0.3505,3.6641,111.86,1.1075,1.4997,43.375,56.169,0.6809,-0.2772,3.9483,0.5596,1.4994
2,1974,1,1,68,43,1.0000,1.0000,1.0000,4.4555,-0.0034,1.4991,1.0000,-0.0042,1.4985,1.0000,-0.0019,1.4985,-1.1112,5.3355,112.02,1.1075,1.4991,43.399,56.169,0.6812,-0.3414,2.1700,0.5626,1.4982
3,1975,1,1,67,42,1.0000,1.0000,1.0000,4.3612,-0.0016,1.5046,1.0000,-0.0014,1.5030,1.0000,-0.0012,1.5043,-3.3625,6.7624,112.44,1.0801,1.5049,42.948,55.682,0.6809,-2.5530,3.6764,0.5590,1.5040
4,1976,1,1,67,43,1.0000,1.0000,1.0000,4.1361,-0.0014,1.5046,1.0000,-0.0022,1.5037,1.0000,-0.0011,1.5037,-0.4911,6.4538,112.50,1.0801,1.5043,42.966,55.682,0.6809,-0.4636,4.4830,0.5623,1.5033
5,1977,1,1,66,42,1.0000,1.0000,1.0000,4.4068,-0.0022,1.5070,1.0000,-0.0004,1.5058,1.0000,-0.0007,1.5061,-2.5408,6.0932,112.78,1.0862,1.5073,42.673,55.439,0.6800,-2.6782,5.1308,0.5714,1.5064
6,1978,1,1,66,43,1.0000,1.0000,1.0000,4.5954,-0.0012,1.5064,1.0000,-0.0013,1.5061,1.0000,-0.0013,1.5061,-0.8790,4.1377,112.84,1.0862,1.5064,42.688,55.439,0.6800,-0.2665,3.9055,0.5730,1.5055
7,1979,1,1,65,42,1.0000,1.0000,1.0000,4.4311,-0.0023,1.5003,1.0000,-0.0010,1.5006,1.0000,-0.0001,1.4997,-2.1803,4.4097,113.08,1.1014,1.5006,42.391,55.114,0.6782,-2.1681,4.7060,0.5882,1.5000
8,1980,1,1,65,43,1.0000,1.0000,1.0000,4.5832,-0.0023,1.5000,1.0000,-0.0006,1.5006,1.0000,-0.0012,1.5009,-0.2314,3.5786,113.11,1.1045,1.5012,42.395,55.155,0.6785,-0.1626,3.5114,0.5903,1.5003
1,1981,1,1,64,42,1.0000,1.0000,1.0000,4.2821,-0.0031,1.4970,1.0000,-0.0005,1.4979,1.0000,-0.0027,1.4970,-1.7343,5.1705,113.39,1.0984,1.4982,42.181,54.931,0.6779,-1.1631,4.2569,0.5919,1.4976
2,1982,1,1,64,43,1.0000,1.0000,1.0000,4.6988,-0.0022,1.4976,1.0000,-0.0013,1.4982,1.0000,-0.0026,1.4985,-1.9665,4.4952,113.48,1.0953,1.4988,42.198,54.931,0.6773,-2.7729,4.3577,0.5940,1.4982
3,1983,1,1,63,42,1.0000,1.0000,1.0000,4.1817,-0.0007,1.4994,1.0000,-0.0023,1.4997,1.0000,-0.0003,1.4997,-0.5674,6.6096,113.54,1.0710,1.5003,41.919,54.647,0.6785,-0.7690,5.6746,0.5849,1.4997
4,1984,1,1,63,43,1.0000,1.0000,1.0000,4.3764,-0.0038,1.4991,1.0000,-0.0005,1.4988,1.0000,-0.0038,1.4997,-0.6804,3.9819,113.48,1.0771,1.5000,41.931,54.667,0.6785,-0.4880,3.1814,0.5852,1.4991
5,1985,1,1,62,42,1.0000,1.0000,1.0000,4.6197,-0.0015,1.5070,1.0000,-0.0035,1.5040,1.0000,-0.0004,1.5067,-3.1975,6.3224,113.69,1.0618,1.5073,41.844,54.667,0.6785,-2.5316,3.3372,0.5824,1.5070
6,1986,1,1,62,43,1.0000,1.0000,1.0000,4.2852,-0.0027,1.5067,1.0000,-0.0015,1.5043,1.0000,-0.0007,1.5049,-2.3758,3.9086,113.69,1.0618,1.5046,41.858,54.688,0.6782,-1.7832,3.0805,0.5809,1.5043
7,1987,1,1,61,42,1.0000,1.0000,1.0000,4.8022,-0.0035,1.4970,1.0000,-0.0006,1.4960,1.0000,-0.0027,1.4963,-2.6782,5.6746,113.90,1.0771,1.4973,41.627,54.343,0.6773,-1.5908,2.7811,0.5919,1.4963
8,1988,1,1,61,43,1.0000,1.0000,1.0000,4.3125,-0.0039,1.4970,1.0000,-0.0009,1.4960,1.0000,-0.0032,1.4963,-1.3281,5.5952,113.90,1.0771,1.4970,41.627,54.383,0.6770,-1.5785,2.9094,0.5925,1.4967
1,1989,1,1,60,42,1.0000,1.0000,1.0000,4.0084,-0.0013,1.4903,1.0000,-0.0010,1.4900,1.0000,-0.0028,1.4909,-1.1600,3.9055,113.96,1.0862,1.4918,41.543,54.262,0.6770,-0.1076,1.9806,0.5971,1.4912
2,1990,1,1,60,43,1.0000,1.0000,1.0000,4.0266,-0.0001,1.4915,1.0000,-0.0012,1.4906,1.0000,-0.0004,1.4906,-2.9684,4.8649,113.93,1.0923,1.4912,41.555,54.282,0.6763,-2.5011,2.0295,0.6016,1.4906
3,1991,1,1,59,42,1.0000,1.0000,1.0000,4.0571,-0.0021,1.4915,1.0000,-0.0011,1.4890,1.0000,-0.0011,1.4912,-1.6519,7.5476,114.03,1.0649,1.4924,41.452,54.140,0.6773,-0.7415,4.0705,0.5900,1.4915
